epoch,train_total,train_recon,val_mae,val_rmse,grad_norm_mean,grad_norm_max,per_coeff_mae_mean,per_coeff_mae_max,gaussian_coverage
66,0.5980735475366766,0.5980735475366766,1.1609574556350708,2.5949049592018127,,,1.3043245,1.6752089,
67,0.589056976816871,0.589056976816871,1.155628263950348,2.581748843193054,,,1.2979512,1.6572659,
68,0.5885887714949521,0.5885887714949521,1.1495575606822968,2.5681586861610413,,,1.2907842,1.6392635,
69,0.5877373570745642,0.5877373570745642,1.1426689326763153,2.553911805152893,,,1.2824916,1.6217799,
70,0.57814575325359,0.57814575325359,1.1388811469078064,2.545211970806122,,,1.2753019,1.6072544,
71,0.574947408654473,0.574947408654473,1.1277739107608795,2.5239073634147644,,,1.2636645,1.5879561,
72,0.5694602592424913,0.5694602592424913,1.126946896314621,2.5226637721061707,,,1.2604266,1.575374,
73,0.5747023577039893,0.5747023577039893,1.1201684474945068,2.5051570534706116,,,1.2535845,1.5604072,
74,0.5649799840016798,0.5649799840016798,1.1156303584575653,2.498744487762451,,,1.2457848,1.5493655,
75,0.5614059892567721,0.5614059892567721,1.1081063151359558,2.4804956912994385,,,1.238886,1.5307683,
76,0.558493438092145,0.558493438092145,1.1055211126804352,2.4786157608032227,,,1.2327688,1.517992,
77,0.556784759868275,0.556784759868275,1.1031181812286377,2.4684919118881226,,,1.2291499,1.5084715,
78,0.5589968155730854,0.5589968155730854,1.0963724255561829,2.455462634563446,,,1.2203622,1.4982574,
79,0.5528248060833324,0.5528248060833324,1.0889736413955688,2.4377984404563904,,,1.2131997,1.4834657,
80,0.550272527066144,0.550272527066144,1.087365746498108,2.438237726688385,,,1.20729,1.4760028,
81,0.5464760661125183,0.5464760661125183,1.085843175649643,2.4320414662361145,,,1.203872,1.4700809,
82,0.5442563078620217,0.5442563078620217,1.080849140882492,2.4146775007247925,,,1.1993684,1.4540831,
83,0.5421780185265974,0.5421780185265974,1.0776808261871338,2.41131854057312,,,1.1935126,1.448075,
84,0.5400709103454243,0.5400709103454243,1.0682238936424255,2.390313506126404,,,1.1862327,1.4326637,
85,0.5346971343864094,0.5346971343864094,1.0638621151447296,2.3815720677375793,,,1.1803521,1.4237342,
86,0.5362905724482103,0.5362905724482103,1.0603183507919312,2.376520812511444,,,1.1781368,1.4295696,
87,0.5335120423273607,0.5335120423273607,1.057980477809906,2.3709051609039307,,,1.1740828,1.4214109,
88,0.5291954549876127,0.5291954549876127,1.0496627390384674,2.3534862399101257,,,1.1662517,1.4076163,
89,0.5268893404440447,0.5268893404440447,1.0495750308036804,2.352602541446686,,,1.1619635,1.397419,
90,0.5249970176003196,0.5249970176003196,1.0461865961551666,2.3445072174072266,,,1.157946,1.3930817,
91,0.524221271276474,0.524221271276474,1.043091058731079,2.3340033292770386,,,1.1576067,1.3949609,
92,0.5252445665272799,0.5252445665272799,1.0369110405445099,2.3269129395484924,,,1.1461226,1.3697135,
93,0.5185317342931574,0.5185317342931574,1.03619784116745,2.3262444138526917,,,1.1457089,1.3763955,
94,0.5162813284180381,0.5162813284180381,1.0311190485954285,2.3159924149513245,,,1.140022,1.364384,
95,0.5166859382932837,0.5166859382932837,1.0214262902736664,2.294785737991333,,,1.1297746,1.3419886,
96,0.509964560920542,0.509964560920542,1.0227923095226288,2.295940339565277,,,1.1291775,1.3452275,
97,0.5094141580841758,0.5094141580841758,1.0223216116428375,2.293208658695221,,,1.1290021,1.34025,
98,0.5092659348791296,0.5092659348791296,1.025662899017334,2.294703245162964,,,1.1320987,1.3537276,
99,0.5103293386372653,0.5103293386372653,1.0182233452796936,2.2807215452194214,,,1.1216484,1.3310466,
100,0.5112968710335818,0.5112968710335818,1.013805478811264,2.2735520601272583,0.09363022622168243,0.11616282895977371,1.1148825,1.3208354,100.0
